,ListID,TimeCreated,TimeModified,EditSequence,Name,FullName,IsActive,Sublevel,AccountType,AccountNumber,Desc,Balance,TotalBalance,CashFlowClassification,ParentRef,SpecialAccountType,BankNumber
82,1BC0000-1204827741,2008-03-06T23:52:21+05:30,2020-11-21T02:49:34+05:30,1204827741,Gary Aubin Draw,Owners Equity Draw:Gary Aubin Draw,true,1,Equity,3110.04,,-533212.16,-533212.16,Financing,"{'ListID': '4C0000-1025690694', 'FullName': 'Owners Equity Draw'}",,
83,1BD0000-1204828783,2008-03-07T00:09:43+05:30,2020-12-12T01:08:58+05:30,1204828783,Dave Gora Draw,Owners Equity Draw:Dave Gora Draw,true,1,Equity,3110.05,,-535231.43,-535231.43,Financing,"{'ListID': '4C0000-1025690694', 'FullName': 'Owners Equity Draw'}",,
84,10001-1020931347,2002-05-09T13:32:27+05:30,2020-02-21T21:43:39+05:30,1204828223,Retained Earnings,Retained Earnings,true,0,Equity,3900.0,Retained Earnings,-6900119.25,-6900119.25,Financing,,RetainedEarnings,
85,3B0000-1023088315,2002-06-03T12:41:55+05:30,2020-12-19T01:08:14+05:30,1023088315,Accounts Payable,Accounts Payable,true,0,AccountsPayable,2000.0,,101021.71,101021.71,Operating,,AccountsPayable,
86,1950000-1181083383,2007-06-06T04:13:03+05:30,2020-12-18T03:19:25+05:30,1204821104,Bank of America - Visa,Bank of America - Visa,true,0,CreditCard,2010.0,Debbie's BofA Visa,0.0,0.0,Operating,,,4339930023959978
87,480000-1024895727,2002-06-24T10:45:27+05:30,2017-02-20T21:45:01+05:30,1204826924,Unpaid Client Reimbursed Exp,Unpaid Client Reimbursed Exp,true,0,OtherCurrentLiability,2015.0,Unpaid Client Reimbursed Exp,0.0,0.0,Operating,,,
88,540000-1029088123,2002-08-11T23:18:43+05:30,2020-12-16T13:27:26+05:30,1204826944,Unpaid Internal Reimbursed Exp,Unpaid Internal Reimbursed Exp,true,0,OtherCurrentLiability,2020.0,Unpaid Internal Reimbursed Ex,21000.0,21000.0,Operating,,,
89,E40000-1075663105,2004-02-02T00:48:25+05:30,2020-12-19T01:08:14+05:30,1220738616,Accrued Subcontractor Services,Accrued Subcontractor Services,true,0,OtherCurrentLiability,2025.0,Uninvoiced Partner Fees,-56816.99,-56816.99,Operating,,,
90,800001ED-1270608680,2010-04-07T08:21:20+05:30,2019-02-19T00:59:37+05:30,1270608680,Accrued Commissions,Accrued Commissions,true,0,OtherCurrentLiability,2027.0,,0.0,0.0,Operating,,,
91,800001DE-1229375457,2008-12-16T02:40:57+05:30,2020-05-04T02:42:37+05:30,1229457683,Deposits,Deposits,true,0,OtherCurrentLiability,2030.0,,0.0,0.0,Operating,,,
92,80000302-1584824763,2020-03-22T02:36:03+05:30,2020-12-08T04:22:24+05:30,1584824763,Accrued Meeting Expense,Accrued Meeting Expense,true,0,OtherCurrentLiability,2035.0,For large meetings such as annual meeting with expenses across periods,45631.36,45631.36,Operating,,,
93,30000-1020931349,2002-05-09T13:32:29+05:30,2017-03-21T22:48:12+05:30,1020931349,Payroll Liabilities,Payroll Liabilities,true,0,OtherCurrentLiability,2100.0,,0.0,613544.25,Operating,,PayrollLiabilities,
94,6A0000-1033400063,2002-09-30T21:04:23+05:30,2020-03-23T14:32:15+05:30,1204822540,Federal Withholding,Payroll Liabilities:Federal Withholding,true,1,OtherCurrentLiability,2101.0,Federal Withholding,0.0,0.0,Operating,"{'ListID': '30000-1020931349', 'FullName': 'Payroll Liabilities'}",,
95,19B0000-1187281664,2007-08-16T21:57:44+05:30,2008-03-06T22:40:34+05:30,1204823434,FICA,Payroll Liabilities:FICA,true,1,OtherCurrentLiability,2105.0,Social Security/Medicare Taxe,0.0,0.0,Operating,"{'ListID': '30000-1020931349', 'FullName': 'Payroll Liabilities'}",,
96,640000-1033395765,2002-09-30T19:52:45+05:30,2020-03-23T14:32:15+05:30,1204823458,Social Security,Payroll Liabilities:FICA:Social Security,true,2,OtherCurrentLiability,2105.01,Social Security,0.0,0.0,Operating,"{'ListID': '19B0000-1187281664', 'FullName': 'Payroll Liabilities:FICA'}",,
97,690000-1033400030,2002-09-30T21:03:50+05:30,2020-03-23T14:32:15+05:30,1204823488,Medicare,Payroll Liabilities:FICA:Medicare,true,2,OtherCurrentLiability,2105.02,Medicare,0.0,0.0,Operating,"{'ListID': '19B0000-1187281664', 'FullName': 'Payroll Liabilities:FICA'}",,
98,6D0001-1043407468,2003-01-24T16:54:28+05:30,2008-03-06T22:40:20+05:30,1204823420,State Taxes Withheld,Payroll Liabilities:State Taxes Withheld,true,1,OtherCurrentLiability,2110.0,State Withholding Payable,0.0,0.0,Operating,"{'ListID': '30000-1020931349', 'FullName': 'Payroll Liabilities'}",,
99,840001-1036685931,2002-11-07T21:48:51+05:30,2020-03-23T14:32:15+05:30,1204823408,CA State Withholding,Payroll Liabilities:State Taxes Withheld:CA State Withholding,true,2,OtherCurrentLiability,2110.01,State Withholding - CA,0.0,0.0,Operating,"{'ListID': '6D0001-1043407468', 'FullName': 'Payroll Liabilities:State Taxes Withheld'}",,
100,E90000-1078003320,2004-02-29T02:52:00+05:30,2020-01-13T15:42:04+05:30,1548442713,CO State Withholding,Payroll Liabilities:State Taxes Withheld:CO State Withholding,true,2,OtherCurrentLiability,2110.02,State Withholding - CO,0.0,0.0,Operating,"{'ListID': '6D0001-1043407468', 'FullName': 'Payroll Liabilities:State Taxes Withheld'}",,
101,800002DA-1484600207,2017-01-17T02:26:47+05:30,2020-05-14T22:27:15+05:30,1484600207,PA State/City Withholding,Payroll Liabilities:State Taxes Withheld:PA State/City Withholding,true,2,OtherCurrentLiability,2110.05,,0.0,0.0,Operating,"{'ListID': '6D0001-1043407468', 'FullName': 'Payroll Liabilities:State Taxes Withheld'}",,
102,800002DB-1484600234,2017-01-17T02:27:14+05:30,2020-03-23T14:32:15+05:30,1484600234,NJ State/City Withholding,Payroll Liabilities:State Taxes Withheld:NJ State/City Withholding,true,2,OtherCurrentLiability,2110.06,,0.0,0.0,Operating,"{'ListID': '6D0001-1043407468', 'FullName': 'Payroll Liabilities:State Taxes Withheld'}",,
103,800002E4-1513956581,2017-12-22T20:59:41+05:30,2018-09-12T23:02:54+05:30,1513956581,MA State/City Withholding,Payroll Liabilities:State Taxes Withheld:MA State/City Withholding,true,2,OtherCurrentLiability,2110.07,,0.0,0.0,Operating,"{'ListID': '6D0001-1043407468', 'FullName': 'Payroll Liabilities:State Taxes Withheld'}",,
104,800002EA-1522527212,2018-04-01T01:43:32+05:30,2020-03-23T14:32:15+05:30,1522527212,IN State/County Withholding,Payroll Liabilities:State Taxes Withheld:IN State/County Withholding,true,2,OtherCurrentLiability,2110.08,,0.0,0.0,Operating,"{'ListID': '6D0001-1043407468', 'FullName': 'Payroll Liabilities:State Taxes Withheld'}",,
105,800002F3-1538775572,2018-10-06T03:09:32+05:30,2020-05-14T22:20:24+05:30,1538775572,NY State/City Withholding,Payroll Liabilities:State Taxes Withheld:NY State/City Withholding,true,2,OtherCurrentLiability,2110.09,,0.0,0.0,Operating,"{'ListID': '6D0001-1043407468', 'FullName': 'Payroll Liabilities:State Taxes Withheld'}",,
106,800001CF-1219514006,2008-08-23T23:23:26+05:30,2020-11-12T15:28:40+05:30,1219514027,Accrued Medical & Dental Ins,Payroll Liabilities:Accrued Medical & Dental Ins,true,1,OtherCurrentLiability,2113.0,,948.82,948.82,Operating,"{'ListID': '30000-1020931349', 'FullName': 'Payroll Liabilities'}",,
107,680000-1033395894,2002-09-30T19:54:54+05:30,2019-06-12T21:59:33+05:30,1204824299,Disability Insurance,Payroll Liabilities:Disability Insurance,true,1,OtherCurrentLiability,2115.0,DBL,0.0,0.0,Operating,"{'ListID': '30000-1020931349', 'FullName': 'Payroll Liabilities'}",,
108,890001-1045951280,2003-02-23T03:31:20+05:30,2020-03-23T14:32:15+05:30,1204824353,Disability W/H - CA,Payroll Liabilities:Disability Insurance:Disability W/H - CA,true,2,OtherCurrentLiability,2115.01,CA - DBL,0.0,0.0,Operating,"{'ListID': '680000-1033395894', 'FullName': 'Payroll Liabilities:Disability Insurance'}",,
109,800002F4-1539104495,2018-10-09T22:31:35+05:30,2018-10-09T22:31:35+05:30,1539104495,NY VPDI Withheld,Payroll Liabilities:Disability Insurance:NY VPDI Withheld,true,2,OtherCurrentLiability,2115.02,Amounts withheld from NY employees for the Voluntary Plan for Disability Insurance program,0.0,0.0,Operating,"{'ListID': '680000-1033395894', 'FullName': 'Payroll Liabilities:Disability Insurance'}",,
110,800002F5-1539105012,2018-10-09T22:40:12+05:30,2020-07-07T01:48:33+05:30,1539105012,NY Paid Family Leave Withheld,Payroll Liabilities:Disability Insurance:NY Paid Family Leave Withheld,true,2,OtherCurrentLiability,2115.03,Deductions for NY emplpoyees to fund paid family leave benefits,0.0,0.0,Operating,"{'ListID': '680000-1033395894', 'FullName': 'Payroll Liabilities:Disability Insurance'}",,
111,1580000-1137704872,2006-01-20T02:37:52+05:30,2016-09-26T01:59:30+05:30,1204825681,401K Contributions,Payroll Liabilities:401K Contributions,true,1,OtherCurrentLiability,2120.0,401K Contributions,0.0,194540.0,Operating,"{'ListID': '30000-1020931349', 'FullName': 'Payroll Liabilities'}",,
112,15A0000-1137704966,2006-01-20T02:39:26+05:30,2020-12-20T21:34:44+05:30,1204825796,401K Employee Contrib WH,Payroll Liabilities:401K Contributions:401K Employee Contrib WH,true,2,OtherCurrentLiability,2120.01,401K Empl Contributions Due,0.0,0.0,Operating,"{'ListID': '1580000-1137704872', 'FullName': 'Payroll Liabilities:401K Contributions'}",,
113,1590000-1137704915,2006-01-20T02:38:35+05:30,2020-12-08T04:22:24+05:30,1204825770,Accrued 401K Matching Contr,Payroll Liabilities:401K Contributions:Accrued 401K Matching Contr,true,2,OtherCurrentLiability,2120.02,401K BS Matching Due,194540.0,194540.0,Operating,"{'ListID': '1580000-1137704872', 'FullName': 'Payroll Liabilities:401K Contributions'}",,
114,800001DF-1231261816,2009-01-06T22:40:16+05:30,2020-02-26T08:02:18+05:30,1231261816,401K Loan Payments,Payroll Liabilities:401K Contributions:401K Loan Payments,true,2,OtherCurrentLiability,2120.03,Employee 401K Loan Payments,0.0,0.0,Operating,"{'ListID': '1580000-1137704872', 'FullName': 'Payroll Liabilities:401K Contributions'}",,
115,1790000-1169078622,2007-01-18T05:33:42+05:30,2019-11-26T14:32:55+05:30,1204826262,FSA Contributions W/H,Payroll Liabilities:FSA Contributions W/H,true,1,OtherCurrentLiability,2130.0,,0.0,-436.14,Operating,"{'ListID': '30000-1020931349', 'FullName': 'Payroll Liabilities'}",,
116,17A0000-1169078702,2007-01-18T05:35:02+05:30,2020-07-11T00:13:09+05:30,1204826240,FSA Employee Contrib W/H,Payroll Liabilities:FSA Contributions W/H:FSA Employee Contrib W/H,true,2,OtherCurrentLiability,2130.01,Empl Flexible Spending Accts,-436.14,-436.14,Operating,"{'ListID': '1790000-1169078622', 'FullName': 'Payroll Liabilities:FSA Contributions W/H'}",,
117,1B60000-1204826801,2008-03-06T23:36:41+05:30,2008-03-06T23:36:41+05:30,1204826801,AFLAC Premiums Withheld,Payroll Liabilities:AFLAC Premiums Withheld,true,1,OtherCurrentLiability,2135.0,,0.0,0.0,Operating,"{'ListID': '30000-1020931349', 'FullName': 'Payroll Liabilities'}",,
118,650000-1033395790,2002-09-30T19:53:10+05:30,2019-05-17T14:50:35+05:30,1204823642,Accrued FUTA,Payroll Liabilities:Accrued FUTA,true,1,OtherCurrentLiability,2150.0,FUTA,0.0,0.0,Operating,"{'ListID': '30000-1020931349', 'FullName': 'Payroll Liabilities'}",,
119,6B0001-1043407419,2003-01-24T16:53:39+05:30,2017-01-17T02:38:15+05:30,1204823656,Accrued SUI,Payroll Liabilities:Accrued SUI,true,1,OtherCurrentLiability,2160.0,SUI Payable,0.0,0.0,Operating,"{'ListID': '30000-1020931349', 'FullName': 'Payroll Liabilities'}",,
120,670000-1033395867,2002-09-30T19:54:27+05:30,2017-01-17T02:37:54+05:30,1204823669,SUI - CA,Payroll Liabilities:Accrued SUI:SUI - CA,true,2,OtherCurrentLiability,2160.01,SUI - CA,0.0,0.0,Operating,"{'ListID': '6B0001-1043407419', 'FullName': 'Payroll Liabilities:Accrued SUI'}",,
121,800002D9-1484600092,2017-01-17T02:24:52+05:30,2017-02-03T01:27:13+05:30,1484600092,SUI - PA,Payroll Liabilities:Accrued SUI:SUI - PA,true,2,OtherCurrentLiability,2160.04,,0.0,0.0,Operating,"{'ListID': '6B0001-1043407419', 'FullName': 'Payroll Liabilities:Accrued SUI'}",,
122,800002DC-1484600292,2017-01-17T02:28:12+05:30,2017-01-17T05:19:39+05:30,1484610579,SUI - NJ,Payroll Liabilities:Accrued SUI:SUI - NJ,true,2,OtherCurrentLiability,2160.05,,0.0,0.0,Operating,"{'ListID': '6B0001-1043407419', 'FullName': 'Payroll Liabilities:Accrued SUI'}",,
123,800002E5-1513956662,2017-12-22T21:01:02+05:30,2017-12-22T21:01:02+05:30,1513956662,SUI - MA,Payroll Liabilities:Accrued SUI:SUI - MA,true,2,OtherCurrentLiability,2160.06,,0.0,0.0,Operating,"{'ListID': '6B0001-1043407419', 'FullName': 'Payroll Liabilities:Accrued SUI'}",,
124,800002EB-1522527316,2018-04-01T01:45:16+05:30,2018-04-01T01:45:16+05:30,1522527316,SUI - IN,Payroll Liabilities:Accrued SUI:SUI - IN,true,2,OtherCurrentLiability,2160.07,,0.0,0.0,Operating,"{'ListID': '6B0001-1043407419', 'FullName': 'Payroll Liabilities:Accrued SUI'}",,
125,800002F2-1538775479,2018-10-06T03:07:59+05:30,2018-10-06T03:07:59+05:30,1538775479,SUI - NY,Payroll Liabilities:Accrued SUI:SUI - NY,true,2,OtherCurrentLiability,2160.08,,0.0,0.0,Operating,"{'ListID': '6B0001-1043407419', 'FullName': 'Payroll Liabilities:Accrued SUI'}",,
126,8000027B-1427333625,2015-03-26T07:03:45+05:30,2015-03-26T07:03:45+05:30,1427333625,Accrued Member Bonuses,Payroll Liabilities:Accrued Member Bonuses,true,1,OtherCurrentLiability,2165.0,,0.0,30000.0,Operating,"{'ListID': '30000-1020931349', 'FullName': 'Payroll Liabilities'}",,
127,8000027C-1427333718,2015-03-26T07:05:18+05:30,2020-12-08T04:22:24+05:30,1427333718,Accrued Discr Bonus - Aubin,Payroll Liabilities:Accrued Member Bonuses:Accrued Discr Bonus - Aubin,true,2,OtherCurrentLiability,2165.01,,30000.0,30000.0,Operating,"{'ListID': '8000027B-1427333625', 'FullName': 'Payroll Liabilities:Accrued Member Bonuses'}",,
128,8000027D-1427333821,2015-03-26T07:07:01+05:30,2019-10-14T11:06:04+05:30,1427333821,Accrued Discr Bonus - Gora,Payroll Liabilities:Accrued Member Bonuses:Accrued Discr Bonus - Gora,true,2,OtherCurrentLiability,2165.02,,0.0,0.0,Operating,"{'ListID': '8000027B-1427333625', 'FullName': 'Payroll Liabilities:Accrued Member Bonuses'}",,
129,720000-1034568383,2002-10-14T09:36:23+05:30,2017-12-28T22:24:25+05:30,1204826391,Accrued Employee Bonuses,Payroll Liabilities:Accrued Employee Bonuses,true,1,OtherCurrentLiability,2170.0,Unpaid Employee Bonus,0.0,176055.14,Operating,"{'ListID': '30000-1020931349', 'FullName': 'Payroll Liabilities'}",,Unpaid Employee Bonus
130,1AC0000-1202775504,2008-02-12T05:48:24+05:30,2018-08-15T22:01:36+05:30,1204826504,Accrued Company Goals Bonus,Payroll Liabilities:Accrued Employee Bonuses:Accrued Company Goals Bonus,true,2,OtherCurrentLiability,2170.01,,0.0,0.0,Operating,"{'ListID': '720000-1034568383', 'FullName': 'Payroll Liabilities:Accrued Employee Bonuses'}",,
131,1910000-1178908188,2007-05-11T23:59:48+05:30,2020-12-16T05:37:30+05:30,1204826517,Accrued Emp Performance Bonus,Payroll Liabilities:Accrued Employee Bonuses:Accrued Emp Performance Bonus,true,2,OtherCurrentLiability,2170.02,Performance Bonus - Quarterly,147445.44,147445.44,Operating,"{'ListID': '720000-1034568383', 'FullName': 'Payroll Liabilities:Accrued Employee Bonuses'}",,
132,7D0000-1035908487,2002-10-29T21:51:27+05:30,2018-02-20T22:32:07+05:30,1204826550,Accrued Employee Disc Bonus,Payroll Liabilities:Accrued Employee Bonuses:Accrued Employee Disc Bonus,true,2,OtherCurrentLiability,2170.03,Unpaid Employee Disc. Bonu,0.0,0.0,Operating,"{'ListID': '720000-1034568383', 'FullName': 'Payroll Liabilities:Accrued Employee Bonuses'}",,
133,6C0001-1043479575,2003-01-25T12:56:15+05:30,2020-12-12T17:32:05+05:30,1204826616,Accrued Employee Revenue Bonus,Payroll Liabilities:Accrued Employee Bonuses:Accrued Employee Revenue Bonus,true,2,OtherCurrentLiability,2170.05,Unpaid Employee Revenue Bonus,45074.9,45074.9,Operating,"{'ListID': '720000-1034568383', 'FullName': 'Payroll Liabilities:Accrued Employee Bonuses'}",,
134,800002E7-1518377074,2018-02-12T00:54:34+05:30,2020-12-16T14:32:44+05:30,1518377074,Accrued Payroll,Payroll Liabilities:Accrued Employee Bonuses:Accrued Payroll,true,2,OtherCurrentLiability,2170.06,,-16465.2,-16465.2,Operating,"{'ListID': '720000-1034568383', 'FullName': 'Payroll Liabilities:Accrued Employee Bonuses'}",,
135,80000301-1584489741,2020-03-18T05:32:21+05:30,2020-12-16T13:11:23+05:30,1584489741,Periodic Accrued Salary,Payroll Liabilities:Periodic Accrued Salary,true,1,OtherCurrentLiability,2173.0,Accrued Salary based on timing of Payroll Cycles (26 Periods over 12 months),-232.22,-232.22,Operating,"{'ListID': '30000-1020931349', 'FullName': 'Payroll Liabilities'}",,
136,80000235-1335742623,2012-04-30T05:07:03+05:30,2020-12-17T14:24:33+05:30,1335742623,Accrued Employee Vacations,Payroll Liabilities:Accrued Employee Vacations,true,1,OtherCurrentLiability,2175.0,,212668.65,212668.65,Operating,"{'ListID': '30000-1020931349', 'FullName': 'Payroll Liabilities'}",,
137,80000297-1476717638,2016-10-17T20:50:38+05:30,2019-03-16T12:42:32+05:30,1476717638,Wage Garnishment,Payroll Liabilities:Wage Garnishment,true,1,OtherCurrentLiability,2176.0,,0.0,0.0,Operating,"{'ListID': '30000-1020931349', 'FullName': 'Payroll Liabilities'}",,
138,13E0000-1124041884,2005-08-14T23:21:24+05:30,2020-11-20T02:07:14+05:30,1518129026,Line of Credit,Line of Credit,true,0,OtherCurrentLiability,2200.0,Line of Credit 450K,250000.0,250000.0,Operating,,,8609812567
139,800001DA-1223513301,2008-10-09T06:18:21+05:30,2020-12-08T04:22:24+05:30,1223513301,Accrued State Tax - Current Yr,Accrued State Tax - Current Yr,true,0,OtherCurrentLiability,2250.0,,23698.0,3838.0,Operating,,,
140,800001DB-1223513659,2008-10-09T06:24:19+05:30,2020-10-13T02:32:57+05:30,1223513659,Deferred State Tax,Accrued State Tax - Current Yr:Deferred State Tax,true,1,OtherCurrentLiability,2250.01,,-19860.0,-19860.0,Operating,"{'ListID': '800001DA-1223513301', 'FullName': 'Accrued State Tax - Current Yr'}",,
141,950000-1043404276,2003-01-24T16:01:16+05:30,2013-03-20T22:32:15+05:30,1204827051,Unpaid Owner Guaranteed Payment,Unpaid Owner Guaranteed Payment,true,0,OtherCurrentLiability,2300.0,Unpaid Owner Guaranteed Payme,0.0,0.0,Operating,,,
142,970000-1043404438,2003-01-24T16:03:58+05:30,2015-03-10T07:13:00+05:30,1204827066,Unpaid Guaranteed - Hoff,Unpaid Owner Guaranteed Payment:Unpaid Guaranteed - Hoff,true,1,OtherCurrentLiability,2300.01,Unpaid Guaranteed - Hoff,0.0,0.0,Operating,"{'ListID': '950000-1043404276', 'FullName': 'Unpaid Owner Guaranteed Payment'}",,
143,960000-1043404410,2003-01-24T16:03:30+05:30,2015-03-10T07:13:00+05:30,1204827077,Unpaid Guaranteed - Enge,Unpaid Owner Guaranteed Payment:Unpaid Guaranteed - Enge,true,1,OtherCurrentLiability,2300.02,Unpaid Guaranteed - Enge,0.0,0.0,Operating,"{'ListID': '950000-1043404276', 'FullName': 'Unpaid Owner Guaranteed Payment'}",,
144,1780000-1169074770,2007-01-18T04:29:30+05:30,2015-03-10T07:13:00+05:30,1204827108,Unpaid Guaranteed - Aubin,Unpaid Owner Guaranteed Payment:Unpaid Guaranteed - Aubin,true,1,OtherCurrentLiability,2300.04,,0.0,0.0,Operating,"{'ListID': '950000-1043404276', 'FullName': 'Unpaid Owner Guaranteed Payment'}",,
145,1B70000-1204827144,2008-03-06T23:42:24+05:30,2015-03-10T07:13:00+05:30,1204827144,Unpaid Guaranteed - Gora,Unpaid Owner Guaranteed Payment:Unpaid Guaranteed - Gora,true,1,OtherCurrentLiability,2300.05,,0.0,0.0,Operating,"{'ListID': '950000-1043404276', 'FullName': 'Unpaid Owner Guaranteed Payment'}",,
146,760001-1047743965,2003-03-15T21:29:25+05:30,2019-12-05T07:08:15+05:30,1204827296,Loans From Members,Loans From Members,true,0,OtherCurrentLiability,2350.0,Employer Loans,0.0,1879.5,Operating,,,
147,750001-1047743986,2003-03-15T21:29:46+05:30,2020-12-20T21:33:55+05:30,1204827335,Loan From John Hoff,Loans From Members:Loan From John Hoff,true,1,OtherCurrentLiability,2350.01,John Hoff Loans,-3311.02,-3311.02,Operating,"{'ListID': '760001-1047743965', 'FullName': 'Loans From Members'}",,
148,740001-1047744005,2003-03-15T21:30:05+05:30,2020-12-20T21:33:55+05:30,1204827365,Loan From Ron Enge,Loans From Members:Loan From Ron Enge,true,1,OtherCurrentLiability,2350.02,Ron Enge Loans,3915.24,3915.24,Operating,"{'ListID': '760001-1047743965', 'FullName': 'Loans From Members'}",,
149,1A60000-1196455568,2007-12-01T02:16:08+05:30,2020-12-20T21:33:55+05:30,1204827425,Loan From Gary Aubin,Loans From Members:Loan From Gary Aubin,true,1,OtherCurrentLiability,2350.04,,1268.28,1268.28,Operating,"{'ListID': '760001-1047743965', 'FullName': 'Loans From Members'}",,
150,1B80000-1204827471,2008-03-06T23:47:51+05:30,2020-12-08T05:45:35+05:30,1204827471,Loan From Dave Gora,Loans From Members:Loan From Dave Gora,true,1,OtherCurrentLiability,2350.05,,7.0,7.0,Operating,"{'ListID': '760001-1047743965', 'FullName': 'Loans From Members'}",,
151,800002F9-1573840325,2019-11-15T23:22:05+05:30,2019-11-16T00:20:48+05:30,1573843848,Interest Loans From Members,Interest Loans From Members,true,0,OtherCurrentLiability,2360.0,,0.0,0.0,Operating,,,
152,800002FA-1573840450,2019-11-15T23:24:10+05:30,2020-01-02T13:11:37+05:30,1573840450,John Hoff Int. Loan,Interest Loans From Members:John Hoff Int. Loan,true,1,OtherCurrentLiability,2360.01,,0.0,0.0,Operating,"{'ListID': '800002F9-1573840325', 'FullName': 'Interest Loans From Members'}",,
153,800002FB-1573840545,2019-11-15T23:25:45+05:30,2020-01-02T13:11:37+05:30,1573840545,Ron Enge Int. Loan,Interest Loans From Members:Ron Enge Int. Loan,true,1,OtherCurrentLiability,2360.02,,0.0,0.0,Operating,"{'ListID': '800002F9-1573840325', 'FullName': 'Interest Loans From Members'}",,
154,800002FC-1573843929,2019-11-16T00:22:09+05:30,2020-01-02T13:11:37+05:30,1573843929,Gary Aubin Int. Loan,Interest Loans From Members:Gary Aubin Int. Loan,true,1,OtherCurrentLiability,2360.04,,0.0,0.0,Operating,"{'ListID': '800002F9-1573840325', 'FullName': 'Interest Loans From Members'}",,
155,800002FD-1573843999,2019-11-16T00:23:19+05:30,2020-02-26T13:10:38+05:30,1573843999,Dave Gora Int. Loan,Interest Loans From Members:Dave Gora Int. Loan,true,1,OtherCurrentLiability,2360.05,,0.0,0.0,Operating,"{'ListID': '800002F9-1573840325', 'FullName': 'Interest Loans From Members'}",,
156,800001D0-1220402373,2008-09-03T06:09:33+05:30,2008-09-03T06:09:33+05:30,1220402373,Loans-Other,Loans-Other,true,0,OtherCurrentLiability,2400.0,,0.0,11337.94,Operating,,,
157,80000285-1441052247,2015-09-01T01:47:27+05:30,2019-08-10T21:01:21+05:30,1441052270,Paul Sutter Member Buyout,Loans-Other:Paul Sutter Member Buyout,true,1,OtherCurrentLiability,2400.04,,0.0,0.0,Operating,"{'ListID': '800001D0-1220402373', 'FullName': 'Loans-Other'}",,
158,800002DF-1506520712,2017-09-27T19:28:32+05:30,2020-09-26T01:08:37+05:30,1506520712,Johan Amlen Member Buyout,Loans-Other:Johan Amlen Member Buyout,true,1,OtherCurrentLiability,2400.05,,11337.94,11337.94,Operating,"{'ListID': '800001D0-1220402373', 'FullName': 'Loans-Other'}",,
159,16D0000-1149439419,2006-06-04T22:13:39+05:30,2020-12-16T15:46:41+05:30,1204823537,Deferred Income,Deferred Income,true,0,LongTermLiability,2700.0,Deferred Income,19264.92,19264.92,Financing,,,
160,80000303-1589235528,2020-05-12T03:48:48+05:30,2020-05-12T05:19:46+05:30,1589235528,PPP-SBA Loan,PPP-SBA Loan,true,0,LongTermLiability,2800.0,,623010.0,623010.0,Financing,,,
161,800002C3-1483052569,2016-12-30T04:32:49+05:30,2019-04-17T15:37:01+05:30,1483052569,Other Expenses,Other Expenses,true,0,OtherExpense,8200.0,Other Expenses,0.0,61689.49,None,,,
162,800002C4-1483052691,2016-12-30T04:34:51+05:30,2016-12-30T04:34:51+05:30,1483052691,Investment Expenses & Losses,Other Expenses:Investment Expenses & Losses,true,1,OtherExpense,8200.01,Investment Expenses & Losses,0.0,0.0,None,"{'ListID': '800002C3-1483052569', 'FullName': 'Other Expenses'}",,
163,800001D6-1221944472,2008-09-21T02:31:12+05:30,2017-11-11T01:19:52+05:30,1483052623,Loss On Sale of Assets,Other Expenses:Loss On Sale of Assets,true,1,OtherExpense,8200.02,Loss On Sale of Assets,65997.54,65997.54,None,"{'ListID': '800002C3-1483052569', 'FullName': 'Other Expenses'}",,
164,800002C5-1483052745,2016-12-30T04:35:45+05:30,2020-01-06T23:58:00+05:30,1483052745,Other Miscellaneous Expenses,Other Expenses:Other Miscellaneous Expenses,true,1,OtherExpense,8200.03,Other Miscellaneous Expenses,0.0,0.0,None,"{'ListID': '800002C3-1483052569', 'FullName': 'Other Expenses'}",,
165,800002DD-1499901428,2017-07-13T04:47:08+05:30,2020-12-18T03:09:39+05:30,1499901428,Net Foreign Currency Gain Loss,Other Expenses:Net Foreign Currency Gain Loss,true,1,OtherExpense,8200.04,,-4308.05,-4308.05,None,"{'ListID': '800002C3-1483052569', 'FullName': 'Other Expenses'}",,
166,80000304-1590957192,2020-06-01T02:03:12+05:30,2020-06-01T02:03:12+05:30,1590957192,Income Taxes EBITA Reporting,Income Taxes EBITA Reporting,true,0,OtherExpense,8250.0,,0.0,72000.0,None,,,Added 5-2020 for EBITA
167,80000305-1590957260,2020-06-01T02:04:20+05:30,2020-06-01T02:04:20+05:30,1590957260,Federsl,Income Taxes EBITA Reporting:Federsl,true,1,OtherExpense,8250.01,,0.0,0.0,None,"{'ListID': '80000304-1590957192', 'FullName': 'Income Taxes EBITA Reporting'}",,
168,80000306-1590957303,2020-06-01T02:05:03+05:30,2020-12-08T04:22:24+05:30,1590957303,State,Income Taxes EBITA Reporting:State,true,1,OtherExpense,8250.02,,72000.0,72000.0,None,"{'ListID': '80000304-1590957192', 'FullName': 'Income Taxes EBITA Reporting'}",,
169,80000307-1590957358,2020-06-01T02:05:58+05:30,2020-06-01T02:05:58+05:30,1590957358,Local,Income Taxes EBITA Reporting:Local,true,1,OtherExpense,8250.03,,0.0,0.0,None,"{'ListID': '80000304-1590957192', 'FullName': 'Income Taxes EBITA Reporting'}",,
170,80000308-1590957735,2020-06-01T02:12:15+05:30,2020-06-01T02:12:15+05:30,1590957735,Bank & Fin Exp EBITA Reporting,Bank & Fin Exp EBITA Reporting,true,0,OtherExpense,8700.0,,0.0,40841.56,None,,,Added 5 2020 for EBITA
