,ListID,TimeCreated,TimeModified,EditSequence,Name,FullName,IsActive,Sublevel,AccountType,AccountNumber,Desc,Balance,TotalBalance,CashFlowClassification,ParentRef,SpecialAccountType,TaxLineInfoRet
99,610000-1197756496,2007-12-16T03:38:16+05:30,2024-12-15T18:28:38+05:30,1734267518,Land,Land,true,0,FixedAsset,16900.0,Land,90000.0,90000.0,Investing,,,"{'TaxLineID': '1563', 'TaxLineName': 'B/S-Assets: Land'}"
100,620000-1197756666,2007-12-16T03:41:06+05:30,2024-12-15T18:28:38+05:30,1734267518,Accumulated Depreciation,Accumulated Depreciation,true,0,FixedAsset,17000.0,Accumulated Depreciation,-110344.6,-110344.6,Investing,,,"{'TaxLineID': '1555', 'TaxLineName': 'B/S-Assets: Buildings/oth. depr. assets'}"
101,1E0000-933270542,1999-07-29T23:19:02+05:30,2024-12-15T18:28:38+05:30,1734267518,Cost of Goods Sold,Cost of Goods Sold,true,0,CostOfGoodsSold,50100.0,QuickBooks Automatically Increases the balance in this account when you use inventory items on invoices or sales receipts.,23423.15,23423.15,None,,CostOfGoodsSold,
102,300000-933270542,1999-07-29T23:19:02+05:30,2024-12-15T18:28:38+05:30,1734267518,Job Expenses,Job Expenses,true,0,CostOfGoodsSold,54000.0,,0.0,231278.33,None,,,
103,240000-933270542,1999-07-29T23:19:02+05:30,2024-12-15T18:28:38+05:30,1734267518,Bond Expense,Job Expenses:Bond Expense,true,1,CostOfGoodsSold,54100.0,,0.0,0.0,None,"{'ListID': '300000-933270542', 'FullName': 'Job Expenses'}",,
104,310000-933270542,1999-07-29T23:19:02+05:30,2024-12-15T18:28:38+05:30,1734267518,Equipment Rental,Job Expenses:Equipment Rental,true,1,CostOfGoodsSold,54200.0,Equipment Rental,1850.0,1850.0,None,"{'ListID': '300000-933270542', 'FullName': 'Job Expenses'}",,
105,320000-933270542,1999-07-29T23:19:02+05:30,2024-12-15T18:28:38+05:30,1734267518,Job Materials,Job Expenses:Job Materials,true,1,CostOfGoodsSold,54300.0,Job Materials,111305.09,111305.09,None,"{'ListID': '300000-933270542', 'FullName': 'Job Expenses'}",,
106,330000-933270542,1999-07-29T23:19:02+05:30,2024-12-15T18:28:38+05:30,1734267518,Permits and Licenses,Job Expenses:Permits and Licenses,true,1,CostOfGoodsSold,54400.0,Licenses,925.0,925.0,None,"{'ListID': '300000-933270542', 'FullName': 'Job Expenses'}",,
107,340000-933270542,1999-07-29T23:19:02+05:30,2024-12-15T18:28:38+05:30,1734267518,Subcontractors,Job Expenses:Subcontractors,true,1,CostOfGoodsSold,54500.0,Subcontractors Expense,116567.95,116567.95,None,"{'ListID': '300000-933270542', 'FullName': 'Job Expenses'}",,
108,280000-933270542,1999-07-29T23:19:02+05:30,2024-12-15T18:28:38+05:30,1734267518,Freight & Delivery,Job Expenses:Freight & Delivery,true,1,CostOfGoodsSold,54520.0,Freight and Delivery,832.1,832.1,None,"{'ListID': '300000-933270542', 'FullName': 'Job Expenses'}",,
109,8000007D-1197698607,2007-12-15T11:33:27+05:30,2024-12-15T18:28:38+05:30,1734267518,Less Discounts Taken,Job Expenses:Less Discounts Taken,true,1,CostOfGoodsSold,54599.0,,-201.81,-201.81,None,"{'ListID': '300000-933270542', 'FullName': 'Job Expenses'}",,
